session,side,target,start_ts,end_ts,completion_ts,completion_type,n_ticks,max_reload,max_defense,regime_clear_count,regime_count,node_sequence,footprint,completion_spot,mfe_600,mae_600,censored,own_micro,opp_micro,micro_sep,opp_accepted,opp_entry_ready,opp_build,own_build,opp_failure,own_failure,opp_phase
20260821,SHORT,24295.0,1787292955.03,1787294775.011,1787293475.506,ACCEPTED,4110,113,4256,0,81,BUILDING > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > WATCH > BUILDING > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > WATCH > BUILDING > DEFENSE > WATCH > BUILDING > DEFENSE > BUILDING > DEFENSE > WATCH > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > WATCH > BUILDING > DEFENSE > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > WATCH > BUILDING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > WATCH > BUILDING > DEFENSE > BUILDING > DEFENSE > BUILDING > RELOAD > DEFENSE > WATCH > BUILDING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > WATCH > BUILDING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > BUILDING > DEFENSE > WATCH > CLEARING > DEFENSE > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > BUILDING > DEFENSE > CLEARING > DEFENSE > WATCH > BUILDING > DEFENSE > WATCH > RELOAD > BUILDING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > WATCH > BUILDING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > ACCEPTED,N4_REPEATED_RELOAD_DEFENSE,24292.25,4.650000000001455,-5.549999999999272,False,0.03,-0.03,0.06,True,False,46.7,50.9,85.0,46.2,BUILDING
20260821,SHORT,24315.0,1787283890.238,1787284222.24,1787283923.989,ACCEPTED,651,5,57,0,7,BUILDING > CLEARING > RELOAD > DEFENSE > BUILDING > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > ACCEPTED,N4_REPEATED_RELOAD_DEFENSE,24309.7,38.150000000001455,-9.75,False,-0.33,0.33,0.66,True,False,41.6,52.8,85.0,57.0,BUILDING
20260824,LONG,24200.0,1787561653.45,1787562048.449,1787561916.451,ACCEPTED,783,10,482,0,37,BUILDING > RELOAD > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > WATCH > BUILDING > DEFENSE > WATCH > BUILDING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > WATCH > BUILDING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > ACCEPTED,N4_REPEATED_RELOAD_DEFENSE,24203.6,16.5,-5.599999999998545,False,0.25,-0.25,0.5,True,False,52.0,56.2,85.0,41.2,WATCH
20260824,LONG,24205.0,1787551350.419,1787552212.42,1787551820.92,ACCEPTED,1712,85,747,0,120,BUILDING > RELOAD > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > WATCH > RELOAD > BUILDING > DEFENSE > CLEARING > DEFENSE > WATCH > BUILDING > CLEARING > WATCH > BUILDING > CLEARING > BUILDING > CLEARING > RELOAD > CLEARING > BUILDING > RELOAD > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > BUILDING > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > WATCH > BUILDING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > BUILDING > DEFENSE > BUILDING > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > WATCH > RELOAD > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > RELOAD > DEFENSE > WATCH > BUILDING > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > RELOAD > DEFENSE > WATCH > BUILDING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > RELOAD > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > WATCH > BUILDING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > WATCH > RELOAD > BUILDING > RELOAD > DEFENSE > CLEARING > DEFENSE > WATCH > RELOAD > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > RELOAD > DEFENSE > WATCH > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > RELOAD > DEFENSE > WATCH > RELOAD > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > RELOAD > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > RELOAD > BUILDING > DEFENSE > CLEARING > DEFENSE > WATCH > RELOAD > CLEARING > DEFENSE > RELOAD > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > RELOAD > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > WATCH > BUILDING > RELOAD > DEFENSE > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > RELOAD > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > RELOAD > DEFENSE > WATCH > BUILDING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > RELOAD > DEFENSE > WATCH > RELOAD > BUILDING > RELOAD > DEFENSE > WATCH > BUILDING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > RELOAD > BUILDING > RELOAD > DEFENSE > WATCH > BUILDING > DEFENSE > WATCH > RELOAD > BUILDING > DEFENSE > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > WATCH > RELOAD > BUILDING > DEFENSE > WATCH > RELOAD > WATCH > RELOAD > CLEARING > DEFENSE > WATCH > RELOAD > WATCH > RELOAD > BUILDING > DEFENSE > WATCH > RELOAD > BUILDING > RELOAD > DEFENSE > WATCH > RELOAD > BUILDING > DEFENSE > BUILDING > DEFENSE > WATCH > RELOAD > BUILDING > DEFENSE > WATCH > RELOAD > WATCH > RELOAD > BUILDING > DEFENSE > BUILDING > DEFENSE > WATCH > BUILDING > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > RELOAD > DEFENSE > WATCH > BUILDING > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > WATCH > RELOAD > BUILDING > RELOAD > DEFENSE > WATCH > BUILDING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > BUILDING > DEFENSE > BUILDING > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > ACCEPTED,N4_REPEATED_RELOAD_DEFENSE,24208.9,13.25,-6.700000000000728,False,-0.15,0.15,0.3,False,False,43.0,48.7,31.2,50.2,WATCH
20260824,LONG,24215.0,1787552212.919,1787561652.953,1787552244.418,ACCEPTED,18760,5,58,0,4,BUILDING > RELOAD > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > ACCEPTED,N4_REPEATED_RELOAD_DEFENSE,24218.2,3.950000000000728,-13.25,False,0.47,-0.47,0.94,True,False,33.0,67.1,85.0,58.0,BUILDING
20260824,LONG,24215.0,1787562048.951,1787566061.211,1787562075.195,ACCEPTED,7956,3,47,0,3,BUILDING > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > EXTENDING,N4_REPEATED_RELOAD_DEFENSE,24217.5,2.599999999998545,-12.450000000000728,False,0.23,-0.23,0.46,True,False,35.1,56.0,85.0,52.2,WATCH
20260824,LONG,24215.0,1787566093.838,1787566178.954,1787566093.838,ACCEPTED,172,159,7489,0,1,WATCH > RELOAD > DEFENSE,N4_REPEATED_RELOAD_DEFENSE,24204.1,0.0,-12.19999999999709,True,-0.3,0.3,0.6,True,False,51.0,43.2,85.0,85.0,CLEARING
20260824,LONG,24280.0,1787549381.409,1787549629.909,1787549425.661,ACCEPTED,488,1,83,0,3,BUILDING > RELOAD > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > ACCEPTED,N4_REPEATED_RELOAD_DEFENSE,24284.0,6.299999999999272,-41.59999999999855,False,0.42,-0.42,0.84,True,True,49.9,60.3,18.4,44.1,CLEARING
20260824,LONG,24340.0,1787543324.061,1787544731.15,1787543420.15,ACCEPTED,2793,9,183,0,22,BUILDING > RELOAD > DEFENSE > WATCH > BUILDING > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > WATCH > BUILDING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > WATCH > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > WATCH > BUILDING > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > ACCEPTED,N4_REPEATED_RELOAD_DEFENSE,24343.3,3.950000000000728,-20.700000000000728,False,-0.51,0.51,1.02,False,False,55.9,45.5,39.6,54.7,WATCH
20260824,SHORT,24185.0,1787556916.93,1787557743.933,1787556959.931,ACCEPTED,1636,8,80,0,13,BUILDING > RELOAD > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > ACCEPTED,N4_REPEATED_RELOAD_DEFENSE,24181.7,5.450000000000728,-10.5,False,-0.49,0.49,0.98,True,False,46.4,49.6,85.0,57.0,WATCH
20260824,SHORT,24190.0,1787558632.434,1787561927.45,1787558809.185,ACCEPTED,6537,26,343,0,35,BUILDING > RELOAD > DEFENSE > BUILDING > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > RELOAD > DEFENSE > CLEARING > RELOAD > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > ACCEPTED,N4_REPEATED_RELOAD_DEFENSE,24186.8,1.0499999999992724,-15.150000000001455,False,-0.23,0.23,0.46,True,False,43.7,48.1,85.0,51.0,WATCH
20260824,SHORT,24195.0,1787556807.93,1787556916.43,1787556812.43,ACCEPTED,218,1,3,0,2,BUILDING > RELOAD > DEFENSE > CLEARING > ACCEPTED,N4_REPEATED_RELOAD_DEFENSE,24192.8,16.549999999999272,-7.900000000001455,False,-0.25,0.25,0.5,True,False,43.7,44.9,85.0,57.3,WATCH
20260824,SHORT,24200.0,1787557744.437,1787558631.934,1787557748.433,ACCEPTED,1767,0,0,0,1,BUILDING > CLEARING > ACCEPTED,N1_DIRECT,24194.5,2.2999999999992724,-12.700000000000728,False,-0.36,0.36,0.72,True,False,40.9,39.8,85.0,17.2,WATCH
20260824,SHORT,24205.0,1787551259.667,1787551555.917,1787551266.67,ACCEPTED,590,0,0,0,3,BUILDING > CLEARING > ACCEPTED,N1_DIRECT,24203.35,9.399999999997815,-7.650000000001455,False,-0.61,0.61,1.22,False,False,48.8,30.1,5.8,22.2,WATCH
20260824,SHORT,24205.0,1787555391.176,1787556807.431,1787555597.43,ACCEPTED,2822,37,402,0,50,BUILDING > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > BUILDING > DEFENSE > BUILDING > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > WATCH > BUILDING > DEFENSE > WATCH > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > WATCH > BUILDING > DEFENSE > RELOAD > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > ACCEPTED,N4_REPEATED_RELOAD_DEFENSE,24204.0,2.150000000001455,-9.950000000000728,False,-0.52,0.52,1.04,True,False,48.8,39.2,85.0,49.2,WATCH
20260824,SHORT,24205.0,1787561927.95,1787566061.211,1787561936.943,ACCEPTED,8195,0,0,0,1,BUILDING > CLEARING > ACCEPTED,N1_DIRECT,24201.4,3.400000000001455,-18.69999999999709,False,0.21,-0.21,0.42,True,True,48.2,49.9,45.2,10.0,CLEARING
20260824,SHORT,24205.0,1787566093.838,1787566178.954,1787566093.838,ACCEPTED,172,86,7423,0,1,CLEARING > RELOAD > DEFENSE,N4_REPEATED_RELOAD_DEFENSE,24204.1,12.19999999999709,0.0,True,0.3,-0.3,0.6,True,False,43.2,51.0,85.0,85.0,WATCH
20260824,SHORT,24215.0,1787552158.668,1787555390.677,1787552170.669,ACCEPTED,6432,0,0,0,1,BUILDING > CLEARING > ACCEPTED,N1_DIRECT,24210.05,2.0,-12.100000000002185,False,-0.12,0.12,0.24,True,False,53.0,42.7,85.0,12.4,ACCEPTED
20260824,SHORT,24220.0,1787550829.666,1787551259.166,1787551236.168,ACCEPTED,852,14,684,0,48,BUILDING > CLEARING > WATCH > BUILDING > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > WATCH > BUILDING > DEFENSE > BUILDING > DEFENSE > WATCH > BUILDING > DEFENSE > CLEARING > DEFENSE > WATCH > BUILDING > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > WATCH > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > WATCH > BUILDING > DEFENSE > BUILDING > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > ACCEPTED,N4_REPEATED_RELOAD_DEFENSE,24214.6,20.649999999997817,-3.3000000000029104,False,-0.18,0.18,0.36,False,False,43.0,48.5,7.4,44.2,WATCH
